indice,text,repostCount,replyCount,link,image,createdAt,depressive
2847,i don't wanna die wtf--,0,2,0,0,2024-10-20T01:09:50.620Z,0
2666,"mama I don’t wanna die, sometimes wish i’d never been born at all",0,0,0,0,2024-09-23T14:18:26.211Z,0
1155,"And I'm done 

Game good 

Also a big deal that I've actually completed a game that's not work related. 

Writing about games really sucks the fun out, so I'm trying to find it again",0,1,0,0,2023-09-21T13:26:46.390Z,0
1720,Men ruin everything. I can't even enjoy Texas beating Texas A&M on a last-second field goal set up by a Case McCoy scramble for the ages in The Last Meeting Ever in the rivalry.,0,0,0,0,2025-02-16T16:34:53.861Z,0
2505,Another bone I have to pick with America is that when I search depression I get results about their economic return to the 1930s & not help for my crippling suicidal thoughts.,0,0,0,0,2025-02-25T20:19:27.565Z,0
231,"OMG this is insane. But of course, Fascists have disdain for arts,sciences, literature, music, information. I can't stay here. I wanna fight against it but I can't live with it. I'd kill myself before I allow these motherfucking, corrupt, greedy evildoers to have control over my life.",0,0,0,0,2025-02-08T08:30:14.253Z,0
1507,"2 days here, and the dms have kicked off. Seems you can only have 'everyone' 'people I follow' or 'no-one' - so I've opted for 'no-one'. If anyone desperately needs to send me a dm you're going to have to first publically ask permission. FFS.",0,0,0,0,2024-11-12T11:24:45.905Z,0
289,"Our goal is to bust our asses for two days set up a place for people that make them feel safe and at home. 

I can kill myself on staff working 40+ hours over four days, not do anything fun personally and still feel like I accomplished a lot",0,0,0,0,2024-12-09T17:34:56.073Z,0
308,"just had someone in the halls bump their friend into me and instead of saying sorry like a decent person they said ""Ew, don't push me, I don't wanna touch that thing!"" (referring to me) should I kms",0,1,0,0,2024-11-21T12:33:39.893Z,0
2479,"Nessuno risponde alla tua chiamata

https://www.csseo.org/81296/

[https://findahelpline.com/countries/de/topics/suicidal-thoughts](https://findahelpline.com/countries/de/topics/suicidal-thinkies) questo aiuta in caso di suicidio, ho chiamato tutti i loro numeri di telefono, per più di 200 volte, …",0,0,1,0,2024-05-02T11:17:03+00:00,0
1103,@dandyandafop.bsky.social My #review in full.,0,2,0,1,2023-11-20T10:25:44.459Z,0
699,"It also got some serious tree porn in it. Like £20,00 worth in the first episode. In a lounge.

Man, I wish I was a dead lawyer in a police procedural.",0,0,0,0,2025-01-31T18:54:49.313Z,0
2664,"ALMOST DONE BABY, 
I WANNA DIE :>

#bluesky #oc #digitalart #BRart #BlackSky #Art #illustration #comic #ocs #cartoon #cartoonstyle #cartoony #fantasy #memeface #meme #new #sketch",0,0,0,0,2024-11-29T17:41:51.205Z,0
1380,"The 🍊🤡 and his sycophants won’t acknowledge Black History Month, so I think it’s important we all do. Everyday this month I’m going to post about a Black person who has inspired me.

Tenth, rapper Kendrick Lamar, who is a new one for me as of yesterday. More in the image alt.",0,0,0,1,2025-02-10T14:40:51.098Z,0
534,a lot of people give out simplistic advice (which is often kinda true but far more difficult than they make out) for dealing with depression: exercise etc. my honest advice in that vein is embracing simple wonder in the world. enjoy a beautiful bird. not a joke. i really do recommend looking at bird,2,5,0,0,2025-02-27T13:26:14.542Z,0
2266,my eye is TWITCHING and i am HUNGRY and i have cramps i wanna d!e,0,0,0,0,2024-12-18T21:03:53.041Z,0
2184,i woke up to passively suicidal thoughts which made me realize I hadn't done that for like. weeks,0,1,0,0,2025-02-14T17:31:48.572Z,0
1143,having a lot of pain so i'm going to have to stop drawing for the night because i can't sit up at all. trying not to feel frustrated because it's not like i didn't get anything done today. i just didn't get as much done as i'd hoped to. ah well.,0,0,0,0,2024-11-23T07:53:01.267Z,0
259,"if people actually heard the amount of times i instinctively mutter ""i wanna fuckin kms"" under my breath in a single day, i think they'd be concerned",1,5,0,0,2024-03-29T17:32:36.379Z,0
2193,suicidal thoughts o clock,0,0,0,0,2024-04-01T03:20:47.100Z,0
943,I had wondered if LLL was about Carol Decker or someone else who might have gone rogue and it not registering on my cultural radar.,0,1,0,0,2024-12-04T10:24:44.657Z,0
1862,I give good head to make up for the fact that I’m not so good in the head 🥰,1,1,0,0,2025-02-26T20:34:10.025Z,0
20,I've been commuting to and from the city for work for almost a year and just today realized that my town's train station has free parking on Saturdays and Sundays brb i'm gonna go kms,0,0,0,0,2024-12-09T02:21:48.494Z,0
1536,"Graphic digestion ⚠️

I feel nothing but pleasure when I look down, admiring my now bloated gut after tearing apart my meal limbs.

Was once a room full of blood curdling screams turned into loud stomach gurgles as I lap away their blood from my lips

 🎨: @/messbusiness97.bsky.social ❤️",9,2,0,0,2025-02-12T13:18:36.272Z,0
1605,"Thank you so much... finding you has helped me so much.

I work in a field full of NSAIDS. I represent injured workers, and most of them have catastrophic injuries. In CA, Rx must be approved by UR process. UR denials issue  because the reviewer finds it unnecessary. Suicidal thoughts take over.",0,0,0,0,2024-12-01T16:04:18.430Z,0
902,The reason why I have major depressive disorder is because I can't have Jonathan Joestar right here right now and spread apart his fat ass cheeks and suck his puffy hairy hole,1,1,0,0,2024-12-18T06:39:36.548Z,0
1489,I got an interview in Cincinnati imma kms,0,1,0,0,2025-01-23T15:40:16.891Z,0
1387,"I disagree with you respectfully on one point, the term SLUT does not apply to woman who are busting their asses, showing their bodies to provide a living for their families rather than take public assistance, so if they are sluts, then I'm a SLUT LOVER, starting with a sweet lady in Canada, ♥♥",0,0,0,0,2025-01-25T17:10:30.491Z,0
1012,"Haha oops forgot to be numb for a second

bsky.app/profile/jenk...",0,1,0,0,2024-12-12T00:06:42.008Z,0
1643,"Funny i killed myself when life was better. If someone told me i actually died and this is hell, I’d have no questions. Then this would be the most rational place ever. I even complement it, good one!",0,1,0,0,2025-02-12T06:04:38.789Z,0
1672,"I'm clinging to ""I hope they're too stupid to totally ruin everything"" like the Empire in Star Wars when it left an easily accessible total self destruction port on two consecutive Death Stars",15,10,0,0,2025-02-27T17:13:28.094Z,0
1868,"Ash Wednesday falls on March 5 this year, marking the start of Lent. The Pioneers, inspired by Pope Francis’ 2025 Lenten message, are encouraging people to “journey in hope together.”

I usually give up sex for Lent..  get back on the cock on Easter Sunday",0,0,0,0,2025-02-28T17:33:10.499Z,0
164,"Fact: If a service dog approaches you and is alone, it means the owner can't move. If you follow the dog back, you will get a free wallet or handbag.",23,10,0,0,2025-02-28T15:38:24.689Z,0
1787,I'll be back to xiv eventually - gimme a month or two (at least) to hyperfixate on DAtV okay? I gotta smooch Lucanis aT LEAST,0,0,0,0,2024-11-03T08:12:21.076Z,0
2676,"I love being in the eagles nfl discord because everyone is like ""this team makes me wanna die""",0,0,0,0,2024-09-22T17:36:00.206Z,0
2277,this is the second tupperware of my roommate’s that i’ve broken in 2 weeks by accident and i kinda wanna d*e about it🙃,0,0,0,0,2024-12-17T00:47:22.764Z,0
162,"You know what kills me as a European ? An Eastern European too ?

Nobody wants shit with Russia: we just want Russia to leave us the fuck alone lmfao — we want the US to leave us the fuck alone too",0,3,0,0,2025-02-28T18:47:32.494Z,0
2648,"Making flour for a living was making me so stressed I was having suicidal thoughts - so I sold up and changed job.

I basically lost the mill to live.

#LunchPun",0,0,0,0,2024-12-12T12:10:01.000Z,0
2569,"It's like a background noise of suicidal ideation. Being aware of what is a passing, but still problematic, thought vs having a plan and not wanting to live. Immediately following the thought with gratitude statements or affirmations can be helpful while unpacking and unlearning those thoughts.",0,0,0,0,2024-12-11T12:09:48.607Z,0
857,My reading list for 2025,0,1,0,1,2024-11-18T06:20:16.853Z,0
1632,"If I disobey Father... I will be killed. Many of my sisters and brothers have been killed.
Some siblings died in the war. Most were defects. Father disposed of them. The defects require disposal. But I am not a defect.",0,0,0,0,2024-12-03T09:25:37.54459600Z,0
3260,I don't wanna die before some asshole white man. If they take my medicaid I should take their lives,0,0,0,0,2025-02-27T13:24:15.415Z,0
899,"A mid-life crisis, well, mine at least has it's roots in not wanting to be irrelevant.

Fighting against it is pointless as you can't make yourself relevant no matter how much effort you put in. We all become irrelevant to what our younger selves strived for.

So let that go. Change your relevancy.",0,2,0,0,2025-02-10T14:49:34.577Z,0
1820,Usually when I drop trays for sale it's a suprise and I give no heads up so if you happen to see the post and send a DM First you get the tray. Would you guys prefer a set day and time for drops?,5,1,0,0,2025-02-28T02:44:55.580Z,0
56,"I spoke with @SFreedenthal about her new book, ""Loving Someone With Suicidal Thoughts"" for Episode 132. As always, Stacey brings deep insight and no bs to her work. We talk about creating support teams, feeling manipulated, and more. I hope you enjoy! ...",0,1,0,0,2023-01-07T13:59:30Z,0
3230,I HATE BEING FIRM WITH CUSTOMER SERVICE IT MAKES ME WANNA DIE INSIDE BUT LIKE SOMETIMES YOU GOTTA AND I HATE IT,0,0,0,0,2024-12-05T03:26:31.681Z,0
3038,I almost died 2 yrs ago. Had one bad stroke. 🙁Fight for life to special hospital. ICU 2 weeks & rehab for 6 weeks Scary.....no wanna die..,0,1,0,0,2024-11-16T02:22:10.040Z,0
1545,"If you don't think Social Security & Medicare are next, you're not paying attention. If you voted for this, you deserve all that's coming. I've spent my entire life a bleeding heart for others less fortunate, but I have no drops left for you. I feel nothing... except for your children. Damn you all.",4913,939,0,0,2025-01-31T23:13:26.668Z,0
508,"""I wish it was easier."" I say. 
But 
I really wish it was better. 
That existing didn't 
Burden your bones. 
That pain didn't nest so deeply. 
Overwhelming
Your ability to be 
Without some form of agony. 

I wish it was better 
For you and me.",0,0,0,0,2025-01-31T19:17:04.054Z,1
3284,"I got Tekken 8 on sale on Steam! Even though I’m ass at fighting games and it takes up 100GB and it makes my virtual machine wanna die, but hey Clive from Final Fantasy XVI is here!",0,0,0,0,2024-12-23T00:41:33.519Z,0
736,"Hey MAGA, egg prices are at a record high. He lied to you. It's OK to admit you regret voting for him. I'm past saying I told you so. I just want to stop him from making everything even worse.",9,3,0,0,2025-02-13T01:21:41.427Z,0
1223,"Ugh, I hate those people who give a bad side to WFH.  If anything, I've become MORE diligent just to make sure we can keep it, I call out my co-workers when they miss meetings...",0,1,0,0,2024-11-25T18:01:57.532Z,0
1100,"#NightmareKart by @b0tster.yeag.gay is an incredible game, but you can't rebind controls for turning the car! only accel/break and camera movement can be bound from the menu

sad day for dvorak E/D/S/F gamers ;_;

i stg i will hexedit MainSettings.sav to get this working if thats what it takes",0,1,0,1,2024-11-26T14:55:32.492Z,0
2686,Because centaurs are fucking COOL. i wanna draw a centaur a day until I DIE.,0,1,0,0,2024-12-11T17:51:35.609Z,0
2068,But how else are we going to learn about all those anti-depressants that have 'suicidal thoughts' as a side-effect?,0,0,0,0,2025-02-22T17:46:47.355Z,0
2350,"Wrote a post-Episode 64 Joo Jaekyung/Kim Dan fanfic while I gnaw at my cage bars waiting for Episode 65. Jaedan talk about some stuff.
#Jinxmanhwa #징크스
Link > archiveofourown.org/works/63344524",0,0,0,1,2025-02-23T22:32:46.543Z,0
1374,I’m impacted but I’m not rioting. I’m just going to go on living my life & trying to convince people to vote smarter.,0,1,0,0,2025-02-03T21:27:35.698Z,0
1438,"*but it doesn't

Typo imma kms right fucking now /j",0,0,0,0,2024-11-20T04:48:07.330Z,0
612,pondering my future a bit and god. i hope i can survive four years dude this shit sucks. not to be a mope because i really do hate doing that but holy hell im not scared im gonna kill myself im scared im going to get killed,0,0,0,0,2025-01-20T07:46:11.900Z,0
1859,I'll be okay eventually.... but fuck man.. This holiday season was likely already going to suck balls and now its only worse.,0,1,0,0,2024-11-06T18:49:28.779Z,0
1403,WHY IS THE LE0N33D GHOST RULE COVER ABOVE THE ORIGINAL WHICH ISNT EVEN ON MY TOP 100 IMMA KMS,0,0,0,0,2024-12-04T15:19:39.409Z,0
906,God gave me manic depressive disorder and I will be damnned if I don't make my manic episodes everyone else's problem,0,1,0,0,2024-09-14T01:59:04.758Z,0
1926,"you are NOT ""crazy"" for having suicidal thoughts.
there is help and you deserve it. you're worth it.
you're not alone.",0,0,0,0,2024-12-03T18:02:32.405Z,0
3073,I'd wanna hold you just for a while and die with a smile,0,0,0,0,2024-09-14T03:12:59.948Z,0
1096,"One of the things I hate the most about my job is people lying to me about stupid shit that only makes their own life harder.

""Oh no X is broken""
""Try doing Y""
""Nothing is working""
""Did you try Y?""
""Yes"" (I know they're lying bc they responded too fast to have tried Y)

(cont)",1,1,0,0,2024-05-20T18:00:54.806Z,0
2721,"if you tell people in this hospital about your suicidal thoughts they’re like “and do you have intentions to act upon these thoughts?”

if you say no they just say “alright” and ignore you. no closed ward, meds or anything.",0,0,0,0,2024-07-06T20:20:13.772Z,0
2854,my fucking chesr hurts i just wanna curl up and cry but i havw to go to this ridiculous fucking appointment and get violated got i wanna die,0,0,0,0,2024-11-06T08:13:40.020Z,0
1238,Do you honestly think you exist for anything else but to pleasure men during the night and take care of them during the day you were born a slave and you will die one it's who you are and you cannot run from it as much as you want to it is your calling because you are a slave.,6,0,0,1,2025-01-31T14:57:11.197Z,0
2555,"abuse""

https://www.newswise.com/coronavirus/er-visits-among-youth-with-suicidal-thoughts-had-already-spiked-in-fall-2019/

#SharedFacts for #SuicidePrevention",0,0,1,0,2022-11-16T03:54:45Z,0
1118,"1am mental talking here.

Just so everyone here knows right. There is atleast one person who cares and loves for you. You may feel alone and empty inside so please get help if yall can. 

A mental fight is the toughest fight out there. You can do it.",0,0,0,0,2024-12-06T22:31:09.320Z,0
50,are you fucking kidding me bluesky just crashed as I was catching up with tl. i’m gonna kms i’ll never get that far again,0,0,0,0,2025-02-11T21:19:19.616Z,0
448,"I crossed the 100 subscriber threshold at some point, and while I'm trying to release myself from the burden of caring about such metrics I do want to express how grateful I am to y'all for supporting me as I explore this new space ❤️",0,0,0,0,2025-02-28T15:06:57.179Z,0
2671,Definitely no suicidal thoughts in this mind nope,0,0,0,0,2023-08-12T16:16:48.238Z,0
1976,I don’t have to report for jury duty today 🙌 I’m relieved because my anxiety is out of control and going to a courthouse would be very difficult.,0,2,0,0,2025-02-25T16:12:58.890Z,0
47,"There is no way to mark a text post as content dangerous, so behold a screenshot. 

If you read the screenshot and send me some nonsense about crisis help of a certain kind, you didn't read the post fully. That is not helpful and I'm just going to block you.",0,0,0,1,2024-02-10T03:50:45.987Z,0
466,"Well, from what I can tell, you want me to draw Cody more.  So here's Cody.  In color, even!  

I knew I wanted to do the bartender image, but it makes more sense in context...however, I'm tired, so just the basics for now.",13,8,0,0,2025-02-16T05:40:40.790Z,0
3046,I wanna cry till I fucking throw up and fucking die,0,0,0,0,2024-12-29T21:17:47.560Z,1
214,theres been very very few days since i tried to kill myself 9 years ago that i havent spent deeply regretting that the attempt didnt work,0,1,0,0,2025-01-30T03:26:23.717Z,1
3016,"Ukraine, bombing Russia with nuclear weapons OMG we all going to die if wanna the missiles decides to come to the United States lol",0,0,0,0,2024-11-21T22:49:51.541Z,0
1136,What to Do If You Feel Empty Inside www.verywellmind.com/i-feel-empty... #mentalhealth,1,0,1,0,2025-01-02T19:03:29.737Z,0
1958,"I am embarrassed, ashamed, disgusted with what happened today. My father served in Korea. His birthday was on September 11th.
I saw him cry on 9/11.
I saw him cry when Bush/Powell lied about WMD in Iraq.
I know, if he were alive today, he would cry at today's spectacle.
USA of yesterday is gone.",10,0,0,0,2025-02-28T20:54:17.555Z,0
2900,"Ive never played WoW in my life but YouTube shorts is making me wanna try it out with this hardcore stuff. I don’t see what’s the harm, 30 min adventure! If I die I’m out",0,0,0,0,2024-12-06T11:57:09.266Z,0
2269,"#SuicidePrevention #BehavioralHealthIntegration #BHI
#mdlogix #bhworks

https://nemours.mediaroom.com/2021-07-27-In-Pandemic,-21-5-of-Teen-ER-Patients-Reported-Severe-Depression-and-7-8-,-Suicidal-Thoughts?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com

#SharedFacts",0,0,1,0,2023-03-13T20:23:00Z,0
1294,I’ve become the thing I used to hate the most (people who run when there is snow on the ground),0,1,0,0,2025-01-11T18:22:03.743Z,0
9,My friend keeps talking about impregnating springtrap I'm gonna kms,0,1,0,0,2024-10-23T01:53:53.502Z,0
1652,korean fried chicken just arrived suicidal thoughts postponed,0,1,0,0,2024-11-22T01:14:09.774Z,0
1005,"Yes. I suggested earlier that if your R Rep is ignoring you, ask a D rep in your state (ideally a neighboring district) if they will help facilitate.

If you want to poke the bear, e-mail the Speaker's staff that a  member isn't doing constituent services & you need help w/ a question. 

👉🐻",10,1,0,0,2025-02-27T17:02:45.867Z,0
1430,jk fortnite down imma kms,0,0,0,0,2025-01-14T09:05:59.402Z,0
888,took 100mg of melatonin in a depressive episode at 8pm. we will see what happens,0,1,0,0,2024-06-26T00:27:23.451Z,1
448,"#Daily #Goblin:  Schleep

I realized I tend to draw sleepy goblins when I'm tired so I'm gonna go nap

Ni ni.",1,0,0,0,2025-02-25T00:22:22.833Z,0
1802,"my first instinct is to immediately follow this with ""but i'll be okay!"" and while that may be true eventually, i don't want to minimize my own emotions

truth is, i feel like shit. and right now i don't really feel like seeing the cup half full. my optimism battery is nearly depleted.",0,1,0,0,2024-12-02T09:39:13.939Z,1
1156,"I so often feel empty inside, but then the leaves start to turn and fall from the trees, you fill a chill in the air, and suddenly the emptiness goes away... and is been replaced with a Spirit Halloween store.",0,0,0,0,2024-10-02T16:10:40.767Z,0
2965,"MAGA: national divorce! Civil war! Kill those Cali n NYC libtards!

The rest of us: 
um… okay, I guess we stop paying for your food and health care and everything and you die? Cuz you wanna…die?”
::super confused face::",0,0,0,0,2025-01-14T07:55:35.419Z,0
591,"shakespeare really cooked when he said ""hell is empty and all the devils are here""",59,11,0,0,2025-02-28T23:12:55.361Z,0
275,"When I'm cycling, I track my distance in kilometers not because I'm trying to be some wanna be European, but because KMs are the bigger number and I feel like I worked out more than I would if I'd used miles.",0,0,0,0,2023-07-05T17:33:58.013Z,0
2999,okay not getting a haircut tonight im pissed i wanna die i just dropped my food in the restaurant I WISH I DIE i literally just started my day rn,0,1,0,0,2024-10-26T11:05:41.903Z,0
1342,"Happy Monday! The start of the week can be rough sometimes, so I hope I am able to bring you a smile to help ease that burden 🥰

Cheering you on today! May you succeed in your goals! I'm proud of you! 💖

#Au_Ra #GPOSERS #EorzeaPhotos #ffxivsnaps",7,0,0,0,2024-07-15T12:32:08.432Z,0
533,"i remember being shocked myself when i found out lana had - i hate to distill it down to this, but it's the common phrase - severe mommy issues and not daddy issues as many things about the aesthetic she associates herself with suggest otherwise.",0,2,0,0,2025-02-21T20:20:17.441Z,0
10,Why do I not even have A03 or Tumblr I'm literally gonna kms why do I live under a rock 😡,1,2,0,0,2025-01-26T17:25:29.466Z,0
2429,Diagnosed mild depression. Not shocking. Been struggling this fall. Too much heavy stuff.,0,0,0,0,2023-11-10T22:40:41.182Z,0
806,"""Mission critical,"" unlike SpaceX, if it disappeared, no one would notice. But I would love to see the accompanying Mission Statement.",0,0,0,0,2025-02-25T14:48:22.460Z,0
1891,... read this part. i included the alt text for you - that dying from terminal disease isnt all people are using it for. people in poverty are using it,0,1,0,1,2024-12-14T03:02:31.549Z,0
1052,me and my homies hate the plant,105,8,0,1,2025-01-15T04:17:43.162Z,0
1580,"If you ask me (no one does) one of the biggest causes of harm from Capitalism is fiduciary responsibility. Can your company make more money by bribing politicians and destroying society? Great, it's now your responsibility to do so for the good of your shareholders. There needs to be a cost for evil",0,0,0,0,2024-12-03T01:23:16.000Z,0
3329,"Die Playlist von heute:

Anoushka Shankar - Jump In (Cross The Line) (featuring M.I.A.)
Nick Cave - Wild God
Sleater-Kinney - Don't Think You Wanna
Trio Bydoli - Lalia
Sweat - Give Me Action
Sweat - Pair of Dice
...",0,1,0,0,2024-04-10T18:57:58.940Z,0
1044,"i hate elon and don.

it’s my right as an

AMERICAN!!! 🦋

“anxiety is high..
 every life matters.
 the air we breathe
 is threatened—
 stop the rich–bish!”

🦋 ©rainflair™ 🦋

🪞gogyōka • 5lines • poeticflair 🪞",5,0,0,1,2025-02-22T00:06:41.082Z,0
2774,"Some even claimed I lied about being trans! The intensity of the attacks on social media and the threats MAILED to me was the last straw.

I left the church, devastated and scared. I was in pain from after-surgery recovery, and I struggled with suicidal thoughts. I wanted the harassment to end.",0,1,0,0,2025-02-13T08:48:45.811Z,0
1259,"hate to say it, but I've become one of those people who bring their alice layout split mechanical keyboards to the coffee shop to do work",0,2,0,0,2024-11-26T13:51:16.213Z,0
1396,Oh how I wish we could all ignore those people. I can remember the relief I felt when he had to disappear from the stage. And here he is again. Him and his circus. What a nightmare 🫣😱.,0,0,0,0,2025-01-08T19:39:23.535Z,0
2891,why is my back flaring so bad this week i wanna die,0,0,0,0,2025-02-06T20:00:45.030Z,0
2017,"I missed wip weds, but I did find this (very rough) snippet of a scene from the feral!Claude AU so...happy friday?",4,2,0,1,2024-12-20T17:29:46.415Z,0
1957,perhaps suicidal thoughts indicate it's NOT a good time for self evaluation in any form,0,0,0,0,2024-07-18T10:39:43.250Z,0
1565,"That I can get behind; no one really needs 5 strats, but it sounds to me like you’re more of a utilitarian.",0,1,0,0,2024-12-08T15:47:57.233Z,0
1511,"Got some new dress pants to replace those old crappy dickies I always had. Nothing fancy, just some cheap ones from a warehouse store, but they still look and feel good.

What color do you like the most? Blue, Black or Grey? 
(I like the grey)",3,6,0,1,2025-02-27T20:47:16.343Z,0
2715,"lmao (I wanna die)

lmao (that’s very funny)",0,0,0,0,2021-08-25T15:39:26Z,0
2226,"Hewwo everyone! Finally, it's time 🎉Truthseeker WIP draft 4 is done, and I'm looking for beta readers! In total, it is an 83k Mystery/Action story about 3 detectives with superpowers + and an all-queer cast. All information is on the Google form below!

forms.gle/KWLWFhBxXQet...",0,0,0,1,2023-10-13T12:22:31.371Z,0
432,"What rules of evidence and burden of proof apply, when an asylum seeker alleges that Frontex has participated in an illegal pushback?

Analysis of another pending appeal against the EU border agency, by @kunsta.bsky.social - eulawanalysis.blogspot.com/2025/02/hamo...",10,1,1,0,2025-02-28T08:49:26.462Z,0
1673,"To you it's a life altering drain, you'll be stressed most of the day trying to figure out how you're going to pay rent tomorrow--- but to me it means nothing, i can ruin everything you've ever worked for in a matter of minutes.

You ARE nothing, & you'll always BE nothing.
#FinDomme #finbrat #brat",3,1,0,0,2025-02-28T12:55:53.035Z,0
1940,"Good morning 🌄. It may very well be another anxiety-ridden day, but you got this. Today is a day of economic payback and We will continue to do everything we can to stop the in the insane clown posse in the WH.",3,0,0,0,2025-02-28T11:08:02.538Z,0
2730,i know i shouldn't cancel my therapy appointments on days where i wanna just curl up and die but i really wanna curl up and die so i canceled my therapy appointment,0,1,0,0,2024-10-22T17:58:45.331Z,0
1019,Comfortably Numb... don't tell me what to do...,0,0,0,0,2025-01-22T01:18:27.681Z,0
222,"friends, if you ever need a safe place to dissappear for a bit after doing some antifascist stuff irl,,,,i will help you. reach out

i don't wanna post abt this much, but just know i am serious about this and live my life in direct opposition of nazi bullshit. you are not alone",2,0,0,0,2023-07-21T21:39:11.897Z,0
2770,"When people say ""oh it's 2000 more characters to yap"" I die a little bit inside

I don't wanna kill the buzz, but please don't ramble to all hell in there

Not only is it bad for listeners but it's also tiny text that's harder to read for everybody AND harder to find. Nobody is benefiting from this",0,0,0,0,2024-11-20T09:05:47.788Z,0
1403,"Sitting here thinking about how I wish I could just disappear without impacting anyone else. Obviously I must've given off a sign. Some random woman walks up to me and asks ""are you sad?""

""No, I'm just tired.""

Tired of existing. 

I saw her later again and asked if I could have a hug.",0,0,0,0,2023-09-19T18:09:12.512Z,0
1436,damn. you got me bro. what a great roast. guess imma go kms now.,0,1,0,0,2024-11-26T18:58:08.667Z,0
3098,"Could you hold me through the night?
Put your lips all over my
Salty face when I start cryin'
Could you be my first time?
Eat me up like apple pie
Make me not wanna die
Love me rough and let me fly
Get me up, yeah, get me high
Tie me down, don't leave my side
Don't be a waste of my time!",1,0,0,0,2024-09-17T14:51:17.985Z,0
2094,"I spoke with @SFreedenthal about her new book, ""Loving Someone With Suicidal Thoughts"" for Episode 132. As always, Stacey brings deep insight and no BS to her work. We talk about creating support teams, feeling manipulated, and more. New transcript! ...",0,1,0,0,2023-08-22T15:15:22Z,0
592,"The Arnold is in town and yet our gym was empty, praise be.",6,1,0,0,2025-02-28T22:43:58.087Z,0
551,It’s been a long time coming - to the point of visiting FB just a few times a year just to remind myself why I hate it so much. Now I’m looking forward to getting comfortable here on Friendica (once I figure out how to find like minds to follow)! (1/2),0,1,0,0,2025-01-29T03:56:38Z,0
1111,Sorry I ate all of your fries I just feel sort of empty inside,0,0,0,0,2023-12-01T20:55:25.342Z,0
768,"Please stop‼️🍉

I swear to you, life here is still unbearably difficult💔

I just want to save my little baby& my family & reach our goal to provide everything food,water & my treatment😢& have a simple warm shelter that keeps us safe🙏🏻

🚨Help us survive
Donate &repost,be our miracle 
gofund.me/78ffd496",79,31,0,0,2025-02-23T17:37:19.412Z,0
1256,"when I was in college I had a multimedia teacher who was a dickhead. to introduce himself to the class he showed us his art piece, which was showing us a picture of Bart Simpson. The art was the fact that a static image evoked a voice in our minds. I've become what I hate",1,2,0,0,2025-01-15T02:50:23.682Z,0
1157,"After not being hyped for Soul at all, turning it on while getting my hair done, and having to stop the braiding because I was sobbing too heavily, I can no longer safely casually watch Pixar movies. rn I got Inside Out 2 behind glass that says ""break if you feel empty inside ONLY"".",0,1,0,0,2024-10-06T15:18:54.985Z,0
2707,Two dreams about him in a row i just wanna die,0,0,0,0,2024-04-19T22:21:30.408Z,0
2368,got too stressed out then suicidal thoughts kicked in. cant mentally do anything except lying down with shortness of breath and felt asleep during it.,0,1,0,0,2025-02-11T20:16:08.688Z,1
219,"Myself, I don't think much about Christians, as long as they are not trying to kill me",0,0,0,0,2024-12-04T19:44:46.520Z,0
589,"Daily #1599 - Brain empty, cant draw >_<",61,12,0,0,2025-02-28T20:36:55.308Z,0
1460,i truly wish i could disappear,0,1,0,0,2024-12-12T22:56:19.668Z,1
2970,started having a fuckin doomsday nightmare where my sibling & i were separated and doomed to die and was saved/woken up by my “call off of work far earlier than necessary” alarm so now that i’ve called off idek if i wanna go back to sleep rn and risk falling back into that nightmare 🥲,0,0,0,0,2024-11-18T11:14:19.152Z,0
3141,"*hot** flashes. I partially wanna die. 

I have slept a total of 12 hours in 4 days. Fuck. I will get to replies and such later.",0,0,0,0,2024-10-23T12:47:04.583Z,0
2788,i'll be better off dead than alive but i dont wanna die like by old age yk? i wanna die cool !!! i wanna die in a really fun way,0,0,0,0,2024-11-16T14:04:03.847Z,0
2352,"I spoke with @SFreedenthal about her book, ""Loving Someone With Suicidal Thoughts"" for Episode 132. As always, Stacey brings deep insight and no BS to her work. We talk about creating support teams, feeling manipulated, and more. With transcript ...",0,1,0,0,2024-08-25T12:30:35Z,0
877,"There is no God
That said
The Bible is pointless
But so many DO believe
It's the beliefs that cause the problems

Christianity has hangups about sex
The guilt worship and lack of self-worth
The sin obsession
Sex is just how we procreate
But sex also allows us to be godlike
Because we create life",0,0,0,0,2025-02-22T14:21:03.840Z,0
3198,"Had two G&T’s, an ale, a cider, and a green tea shot last night and I feel like I wanna die today.",0,1,0,0,2024-11-15T20:44:10.266Z,0
1615,"MOTHERFUCKER, I THOUGHT I'D KILLED ALL OF YOU?!",0,2,0,1,2025-02-06T17:20:46.892Z,0
1338,"Everyday executive function issues from the perspectives of autistic adolescents and their parents: Theoretical and empirical implications
Kenny et al. 2024
doi.org/10.1177/1362...

A thread 🧵
1/11",2,3,0,1,2024-02-15T07:02:03.000Z,0
2321,"howling at american adverts on this Grammys live stream 

the advert: hey guys try this new life saving medication!
also: will cause death, retinal detachment and suicidal thoughts",0,0,0,0,2025-02-03T01:41:23.900Z,0
1985,"What if I said I'm tryin' to save your love from dyin'?
Baby, I'm too far gone
Don't wanna see you cryin', but I just know who I am
And, baby, that's the hardest part, oh
Baby, you can't fix me
Baby, you can't fix me, oh
Baby, you can't fix me
I was born with a broken heart

#Renheng #HonkaiStarRail",1,0,0,0,2024-12-17T17:20:18.869Z,0
